ValidDate,ValidTime,latitude,longitude
04/17/2024,00:07,34.025191,-118.27921
04/17/2024,00:08,34.025143,-118.279215
04/17/2024,00:09,34.025176,-118.279212
04/17/2024,00:13,34.025156,-118.279332
04/17/2024,00:13,34.025077,-118.279269
04/17/2024,00:17,34.02505,-118.279142
04/17/2024,00:20,34.025061,-118.279271
04/17/2024,00:21,34.025147,-118.279149
04/17/2024,00:21,34.025004,-118.279268
04/17/2024,00:21,34.02504,-118.279222
04/17/2024,00:21,34.025183,-118.279213
04/17/2024,00:22,34.025121,-118.27948
04/17/2024,00:22,34.025144,-118.279151
04/17/2024,00:22,34.025196,-118.279195
04/17/2024,02:53,34.025034,-118.279195
04/17/2024,02:54,34.024933,-118.279232
04/17/2024,02:54,34.02486,-118.27912
04/17/2024,02:55,34.025079,-118.279173
04/17/2024,02:55,34.024957,-118.279161
04/17/2024,02:55,34.02504,-118.279181
04/17/2024,02:55,34.025022,-118.279299
04/17/2024,02:55,34.025079,-118.279173
04/17/2024,02:55,34.025122,-118.279288
04/17/2024,02:55,34.025052,-118.279386
04/17/2024,02:55,34.025079,-118.279173
04/17/2024,02:56,34.025122,-118.279314
04/17/2024,02:56,34.025057,-118.279397
04/17/2024,02:56,34.024956,-118.279452
04/17/2024,02:56,34.025079,-118.279173
04/17/2024,02:56,34.024994,-118.279528
04/17/2024,02:56,34.025079,-118.279173
04/17/2024,02:56,34.024982,-118.279214
04/17/2024,02:56,34.025079,-118.279173
04/17/2024,02:56,34.025117,-118.279016
04/17/2024,02:56,34.025079,-118.279173
04/17/2024,02:57,34.024994,-118.279133
04/17/2024,02:57,34.025079,-118.279173
04/17/2024,02:57,34.025064,-118.279291
04/17/2024,02:57,34.025089,-118.279417
04/17/2024,02:57,34.024978,-118.279479
04/17/2024,02:57,34.025051,-118.27929
04/17/2024,02:57,34.025045,-118.279211
04/17/2024,02:58,34.024923,-118.279295
04/17/2024,02:58,34.025079,-118.279173
04/17/2024,02:58,34.025043,-118.2792
04/17/2024,02:59,34.024983,-118.279357
04/17/2024,02:59,34.024888,-118.279421
04/17/2024,02:59,34.024871,-118.279302
04/17/2024,02:59,34.024986,-118.279271
04/17/2024,02:59,34.025018,-118.279214
04/17/2024,02:59,34.025086,-118.279125
04/17/2024,02:59,34.025026,-118.279235
04/17/2024,02:59,34.025037,-118.279359
04/17/2024,02:59,34.024989,-118.279253
04/17/2024,02:59,34.024912,-118.279187
04/17/2024,02:59,34.024979,-118.279303
04/17/2024,02:59,34.024937,-118.279201
04/17/2024,02:59,34.024895,-118.279305
04/17/2024,02:59,34.024981,-118.279209
04/17/2024,03:00,34.025027,-118.279194
04/17/2024,05:32,34.024974,-118.278976
04/17/2024,05:32,34.025019,-118.279133
04/17/2024,05:32,34.024891,-118.279187
04/17/2024,05:32,34.025048,-118.279185
04/17/2024,05:32,34.025038,-118.27919
04/17/2024,06:55,34.025056,-118.279185
04/17/2024,07:10,34.025023,-118.27919
04/17/2024,07:42,34.025156,-118.279199
04/17/2024,07:43,34.025052,-118.27928
04/17/2024,07:43,34.024995,-118.279196
04/17/2024,07:43,34.025079,-118.279206
04/17/2024,07:44,34.024991,-118.279264
04/17/2024,07:44,34.025078,-118.279236
04/17/2024,07:52,34.02517,-118.279235
04/17/2024,07:52,34.025115,-118.27921
04/17/2024,07:53,34.025149,-118.279325
04/17/2024,07:53,34.025065,-118.27918
04/17/2024,07:53,34.025154,-118.279276
04/17/2024,07:53,34.025106,-118.279212
04/17/2024,07:56,34.025201,-118.279162
04/17/2024,07:56,34.025296,-118.279135
04/17/2024,07:56,34.025275,-118.279126
04/17/2024,07:56,34.025172,-118.279209
04/17/2024,07:56,34.02508,-118.279223
04/17/2024,07:57,34.024995,-118.27926
04/17/2024,07:57,34.025082,-118.279211
04/17/2024,07:57,34.024962,-118.279202
04/17/2024,07:58,34.025059,-118.279184
04/17/2024,08:01,34.025104,-118.27934
04/17/2024,08:02,34.025046,-118.279089
04/17/2024,08:04,34.025092,-118.279207
04/17/2024,08:04,34.024794,-118.27909
04/17/2024,08:04,34.025067,-118.27915
04/17/2024,08:04,34.024771,-118.279271
04/17/2024,08:04,34.024959,-118.279297
04/17/2024,08:04,34.025078,-118.279183
04/17/2024,08:05,34.02471,-118.279075
04/17/2024,08:05,34.024967,-118.279172
04/17/2024,08:05,34.024891,-118.2791
04/17/2024,08:05,34.024898,-118.278987
04/17/2024,08:05,34.024847,-118.278892
04/17/2024,08:05,34.024756,-118.27886
04/17/2024,08:05,34.024669,-118.278812
04/17/2024,08:05,34.024647,-118.278705
04/17/2024,08:05,34.024746,-118.278682
04/17/2024,08:06,34.024736,-118.278565
04/17/2024,08:06,34.024713,-118.278454
04/17/2024,08:06,34.024669,-118.278341
04/17/2024,08:06,34.024641,-118.278533
04/17/2024,08:06,34.024769,-118.278497
04/17/2024,08:06,34.024602,-118.278456
04/17/2024,08:06,34.024589,-118.278577
04/17/2024,08:06,34.024555,-118.278424
04/17/2024,08:06,34.024481,-118.278584
04/17/2024,08:06,34.024387,-118.278552
04/17/2024,08:06,34.024307,-118.278611
04/17/2024,08:06,34.024251,-118.2787
04/17/2024,08:07,34.024168,-118.278745
04/17/2024,08:07,34.024089,-118.278806
04/17/2024,08:07,34.023997,-118.278852
04/17/2024,08:07,34.023905,-118.278906
04/17/2024,08:07,34.023809,-118.278947
04/17/2024,08:07,34.023716,-118.278991
04/17/2024,08:07,34.023653,-118.279075
04/17/2024,08:08,34.023576,-118.279147
04/17/2024,08:08,34.023485,-118.279206
04/17/2024,08:08,34.023396,-118.279263
04/17/2024,08:08,34.02332,-118.279333
04/17/2024,08:08,34.023238,-118.279386
04/17/2024,08:08,34.02315,-118.279419
04/17/2024,08:08,34.023065,-118.279473
04/17/2024,08:08,34.022971,-118.279512
04/17/2024,08:08,34.022889,-118.279566
04/17/2024,08:09,34.022799,-118.279623
04/17/2024,08:09,34.022716,-118.279699
04/17/2024,08:09,34.022636,-118.279749
04/17/2024,08:09,34.022542,-118.279808
04/17/2024,08:09,34.022465,-118.279879
04/17/2024,08:09,34.022378,-118.279935
04/17/2024,08:09,34.02229,-118.279991
04/17/2024,08:09,34.022203,-118.280047
04/17/2024,08:10,34.022122,-118.280098
04/17/2024,08:10,34.022173,-118.280212
04/17/2024,08:10,34.022239,-118.280302
04/17/2024,08:10,34.022304,-118.280398
04/17/2024,08:10,34.022352,-118.280507
04/17/2024,08:10,34.022397,-118.280609
04/17/2024,08:10,34.022419,-118.280723
04/17/2024,08:10,34.022482,-118.280812
04/17/2024,08:10,34.022484,-118.280931
04/17/2024,08:11,34.022531,-118.281038
04/17/2024,08:11,34.022575,-118.281136
04/17/2024,08:11,34.022619,-118.281234
04/17/2024,08:11,34.022666,-118.281343
04/17/2024,08:11,34.022711,-118.281444
04/17/2024,08:11,34.022757,-118.281548
04/17/2024,08:11,34.022804,-118.281655
04/17/2024,08:11,34.022865,-118.281753
04/17/2024,08:12,34.022913,-118.281867
04/17/2024,08:12,34.022941,-118.281971
04/17/2024,08:12,34.022967,-118.282081
04/17/2024,08:12,34.022961,-118.282199
04/17/2024,08:12,34.022895,-118.282285
04/17/2024,08:12,34.02282,-118.282367
04/17/2024,08:12,34.022755,-118.282453
04/17/2024,08:12,34.022689,-118.282544
04/17/2024,08:13,34.022627,-118.282625
04/17/2024,08:13,34.022557,-118.282723
04/17/2024,08:13,34.022485,-118.282805
04/17/2024,08:13,34.022401,-118.282873
04/17/2024,08:13,34.02233,-118.282946
04/17/2024,08:13,34.022268,-118.283027
04/17/2024,08:13,34.022204,-118.283125
04/17/2024,08:13,34.022155,-118.283229
04/17/2024,08:13,34.022102,-118.283321
04/17/2024,08:14,34.022051,-118.283413
04/17/2024,08:14,34.021993,-118.283511
04/17/2024,08:14,34.02193,-118.283597
04/17/2024,08:14,34.021852,-118.283661
04/17/2024,08:14,34.021777,-118.283736
04/17/2024,08:14,34.021727,-118.283847
04/17/2024,08:14,34.021692,-118.283952
04/17/2024,08:14,34.021609,-118.284004
04/17/2024,08:15,34.021593,-118.284117
04/17/2024,08:15,34.021609,-118.284235
04/17/2024,08:15,34.021622,-118.284352
04/17/2024,08:15,34.021542,-118.284432
04/17/2024,08:15,34.021465,-118.28449
04/17/2024,08:15,34.021384,-118.284552
04/17/2024,08:15,34.021301,-118.284609
04/17/2024,08:15,34.021215,-118.284659
04/17/2024,08:16,34.021139,-118.284727
04/17/2024,08:16,34.021084,-118.284815
04/17/2024,08:16,34.021033,-118.284906
04/17/2024,08:16,34.020957,-118.284972
04/17/2024,08:16,34.020865,-118.285046
04/17/2024,08:16,34.020785,-118.285101
04/17/2024,08:16,34.020702,-118.285154
04/17/2024,08:16,34.020617,-118.285208
04/17/2024,08:16,34.020535,-118.285261
04/17/2024,08:17,34.020455,-118.285311
04/17/2024,08:17,34.020455,-118.285421
04/17/2024,08:17,34.020494,-118.285576
04/17/2024,08:17,34.02051,-118.285688
04/17/2024,08:17,34.020554,-118.285787
04/17/2024,08:17,34.020596,-118.285884
04/17/2024,08:17,34.020635,-118.285994
04/17/2024,08:17,34.020682,-118.286101
04/17/2024,08:18,34.020725,-118.286198
04/17/2024,08:18,34.020769,-118.286299
04/17/2024,08:18,34.020813,-118.286399
04/17/2024,08:18,34.020861,-118.28651
04/17/2024,08:18,34.020903,-118.286607
04/17/2024,08:18,34.020948,-118.286711
04/17/2024,08:18,34.021006,-118.286819
04/17/2024,08:18,34.021051,-118.286923
04/17/2024,08:19,34.021112,-118.287083
04/17/2024,08:19,34.021093,-118.287189
04/17/2024,08:19,34.021014,-118.287278
04/17/2024,08:19,34.02094,-118.287346
04/17/2024,08:19,34.020857,-118.287391
04/17/2024,08:19,34.020767,-118.287447
04/17/2024,08:19,34.02068,-118.287497
04/17/2024,08:19,34.020592,-118.287558
04/17/2024,08:20,34.020501,-118.287616
04/17/2024,08:20,34.020422,-118.287668
04/17/2024,08:20,34.020404,-118.287786
04/17/2024,08:20,34.020322,-118.287845
04/17/2024,08:20,34.020239,-118.287905
04/17/2024,08:20,34.020152,-118.287962
04/17/2024,08:20,34.02007,-118.288008
04/17/2024,08:20,34.019983,-118.28806
04/17/2024,08:21,34.019898,-118.288115
04/17/2024,08:21,34.019817,-118.288168
04/17/2024,08:21,34.019728,-118.288224
04/17/2024,08:21,34.019638,-118.288282
04/17/2024,08:21,34.019549,-118.288337
04/17/2024,08:21,34.019457,-118.288396
04/17/2024,08:21,34.019369,-118.288452
04/17/2024,08:22,34.019287,-118.288505
04/17/2024,08:22,34.01928,-118.288616
04/17/2024,08:22,34.019319,-118.288724
04/17/2024,08:22,34.01936,-118.288829
04/17/2024,08:22,34.019414,-118.288921
04/17/2024,08:22,34.019476,-118.28902
04/17/2024,08:22,34.019525,-118.289114
04/17/2024,08:22,34.019575,-118.289215
04/17/2024,08:23,34.019626,-118.289318
04/17/2024,08:23,34.019541,-118.289275
04/17/2024,08:23,34.019383,-118.289291
04/17/2024,08:24,34.019529,-118.289353
04/17/2024,08:24,34.01955,-118.289343
04/17/2024,08:25,34.019427,-118.289317
04/17/2024,08:25,34.019555,-118.289335
04/17/2024,08:25,34.019479,-118.289402
04/17/2024,08:26,34.019553,-118.289336
04/17/2024,08:29,34.019441,-118.289397
04/17/2024,08:29,34.019549,-118.289361
04/17/2024,08:53,34.019453,-118.289344
04/17/2024,08:54,34.019544,-118.28932
04/17/2024,09:14,34.019469,-118.289386
04/17/2024,09:15,34.019562,-118.289326
04/17/2024,09:15,34.019474,-118.289388
04/17/2024,09:22,34.019549,-118.2893
04/17/2024,09:22,34.01964,-118.289247
04/17/2024,09:25,34.019604,-118.289359
04/17/2024,09:30,34.019513,-118.289342
04/17/2024,09:30,34.01943,-118.289417
04/17/2024,09:30,34.019528,-118.289349
04/17/2024,09:52,34.019468,-118.289261
04/17/2024,09:53,34.019534,-118.289186
04/17/2024,09:53,34.019601,-118.289264
04/17/2024,09:53,34.01969,-118.289343
04/17/2024,09:53,34.019739,-118.289451
04/17/2024,09:53,34.019748,-118.289562
04/17/2024,09:53,34.019825,-118.289645
04/17/2024,09:53,34.019835,-118.289767
04/17/2024,09:53,34.019888,-118.289861
04/17/2024,09:54,34.019933,-118.289966
04/17/2024,09:54,34.019967,-118.290068
04/17/2024,09:54,34.020021,-118.290168
04/17/2024,09:54,34.020166,-118.290126
04/17/2024,09:54,34.020246,-118.290075
04/17/2024,09:54,34.020328,-118.290022
04/17/2024,09:55,34.020427,-118.290003
04/17/2024,09:55,34.020539,-118.289882
04/17/2024,09:55,34.020624,-118.289842
04/17/2024,09:55,34.0207,-118.289774
04/17/2024,09:55,34.020806,-118.289705
04/17/2024,09:55,34.020894,-118.289678
04/17/2024,09:56,34.020977,-118.289616
04/17/2024,09:56,34.021067,-118.289548
04/17/2024,09:56,34.021159,-118.289482
04/17/2024,09:56,34.021247,-118.289455
04/17/2024,09:56,34.02132,-118.289381
04/17/2024,09:56,34.02141,-118.289325
04/17/2024,09:56,34.021491,-118.289273
04/17/2024,09:56,34.021571,-118.289222
04/17/2024,09:57,34.021683,-118.28915
04/17/2024,09:57,34.021771,-118.289094
04/17/2024,09:57,34.021862,-118.289076
04/17/2024,09:57,34.021939,-118.289013
04/17/2024,09:57,34.022022,-118.288956
04/17/2024,09:57,34.022115,-118.288906
04/17/2024,09:57,34.0222,-118.28884
04/17/2024,09:57,34.022279,-118.288773
04/17/2024,09:58,34.022379,-118.288711
04/17/2024,09:58,34.022463,-118.288658
04/17/2024,09:58,34.022548,-118.288604
04/17/2024,09:58,34.022639,-118.288566
04/17/2024,09:58,34.022723,-118.288507
04/17/2024,09:58,34.022799,-118.288445
04/17/2024,09:58,34.022903,-118.288394
04/17/2024,09:58,34.022969,-118.28832
04/17/2024,09:59,34.023068,-118.288277
04/17/2024,09:59,34.023159,-118.288245
04/17/2024,09:59,34.023229,-118.288176
04/17/2024,09:59,34.023322,-118.288136
04/17/2024,09:59,34.023412,-118.288079
04/17/2024,09:59,34.023493,-118.288031
04/17/2024,09:59,34.023576,-118.287971
04/17/2024,09:59,34.023664,-118.287911
04/17/2024,10:00,34.023742,-118.287831
04/17/2024,10:00,34.023817,-118.28777
04/17/2024,10:00,34.023903,-118.287727
04/17/2024,10:00,34.023994,-118.287668
04/17/2024,10:00,34.024075,-118.287609
04/17/2024,10:00,34.024152,-118.287549
04/17/2024,10:00,34.024232,-118.287487
04/17/2024,10:00,34.024312,-118.287432
04/17/2024,10:01,34.024393,-118.287376
04/17/2024,10:01,34.024485,-118.287338
04/17/2024,10:01,34.02459,-118.287369
04/17/2024,10:01,34.024669,-118.287289
04/17/2024,10:01,34.024748,-118.287222
04/17/2024,10:01,34.024826,-118.287162
04/17/2024,10:01,34.024909,-118.2871
04/17/2024,10:01,34.024904,-118.286968
04/17/2024,10:02,34.024861,-118.286871
04/17/2024,10:02,34.024806,-118.286784
04/17/2024,10:02,34.024772,-118.28667
04/17/2024,10:02,34.024743,-118.286564
04/17/2024,10:02,34.024684,-118.28647
04/17/2024,10:02,34.024646,-118.286365
04/17/2024,10:02,34.024595,-118.286264
04/17/2024,10:03,34.024549,-118.286154
04/17/2024,10:03,34.024492,-118.286066
04/17/2024,10:03,34.024451,-118.285955
04/17/2024,10:03,34.024393,-118.285862
04/17/2024,10:03,34.024354,-118.285763
04/17/2024,10:03,34.024315,-118.285657
04/17/2024,10:03,34.024253,-118.28557
04/17/2024,10:03,34.024188,-118.285485
04/17/2024,10:03,34.024137,-118.285384
04/17/2024,10:04,34.024106,-118.285279
04/17/2024,10:04,34.024059,-118.285173
04/17/2024,10:04,34.024006,-118.285077
04/17/2024,10:04,34.023969,-118.284975
04/17/2024,10:04,34.023915,-118.284868
04/17/2024,10:04,34.023876,-118.28476
04/17/2024,10:04,34.023827,-118.284657
04/17/2024,10:05,34.023783,-118.284555
04/17/2024,10:05,34.02374,-118.284454
04/17/2024,10:05,34.023695,-118.28435
04/17/2024,10:05,34.02365,-118.284242
04/17/2024,10:05,34.023622,-118.284139
04/17/2024,10:05,34.023594,-118.284033
04/17/2024,10:06,34.023564,-118.283928
04/17/2024,10:06,34.02349,-118.283842
04/17/2024,10:06,34.023412,-118.283784
04/17/2024,10:06,34.023329,-118.283718
04/17/2024,10:06,34.02323,-118.283704
04/17/2024,10:06,34.023142,-118.28367
04/17/2024,10:07,34.023055,-118.28363
04/17/2024,10:07,34.022944,-118.283597
04/17/2024,10:07,34.022851,-118.283597
04/17/2024,10:07,34.022752,-118.283619
04/17/2024,10:07,34.022665,-118.28367
04/17/2024,10:07,34.022564,-118.283696
04/17/2024,10:07,34.022475,-118.28367
04/17/2024,10:07,34.022402,-118.283606
04/17/2024,10:08,34.022307,-118.283589
04/17/2024,10:08,34.022213,-118.283593
04/17/2024,10:08,34.022111,-118.283573
04/17/2024,10:08,34.022018,-118.283551
04/17/2024,10:08,34.021926,-118.283547
04/17/2024,10:08,34.021834,-118.283535
04/17/2024,10:08,34.021745,-118.2835
04/17/2024,10:08,34.021647,-118.283453
04/17/2024,10:09,34.021579,-118.283368
04/17/2024,10:09,34.021527,-118.283253
04/17/2024,10:09,34.021479,-118.28316
04/17/2024,10:09,34.021385,-118.283138
04/17/2024,10:09,34.021259,-118.283148
04/17/2024,10:09,34.021167,-118.283144
04/17/2024,10:09,34.021058,-118.28314
04/17/2024,10:09,34.020963,-118.283138
04/17/2024,10:10,34.020868,-118.283135
04/17/2024,10:10,34.020764,-118.283131
04/17/2024,10:10,34.020662,-118.283128
04/17/2024,10:10,34.020568,-118.283125
04/17/2024,10:10,34.020461,-118.283117
04/17/2024,10:10,34.020376,-118.283079
04/17/2024,10:10,34.020291,-118.283033
04/17/2024,10:11,34.020191,-118.283082
04/17/2024,10:11,34.02008,-118.283141
04/17/2024,10:11,34.02,-118.283192
04/17/2024,10:11,34.019912,-118.283249
04/17/2024,10:11,34.019836,-118.283308
04/17/2024,10:11,34.019751,-118.283359
04/17/2024,10:11,34.019666,-118.283434
04/17/2024,10:12,34.019577,-118.283461
04/17/2024,10:12,34.01949,-118.283407
04/17/2024,10:12,34.019449,-118.283304
04/17/2024,10:12,34.019389,-118.283219
04/17/2024,10:12,34.019297,-118.2832
04/17/2024,10:12,34.019212,-118.283262
04/17/2024,10:13,34.019123,-118.283234
04/17/2024,10:13,34.01892,-118.283271
